Sub Umbrae Floreo,Valusia,GuerrillaRadio,MyYourEmpire,Sea State,Calvin,She Who Must Be Obeyed,
19.314685328687414,9.869181971955388,19.71820709268826,17.37622976459629,18.57662051350982,13.131281111386274,10.479042065306777,
15.143670267142472,10.090238494441966,16.532889959959306,14.018464254876907,24.343370669492984,13.771876155647943,14.310396151498352,
25.26070782342171,10.027229690199855,20.040299391042097,19.21641802063256,24.697762227136,13.001641105725124,9.840007052508007,
25.26070782342171,10.027229690199855,20.040299391042097,19.21641802063256,24.697762227136,13.001641105725124,9.840007052508007,
15.737218545966536,10.705243741482578,19.48381530750734,18.180986845235548,27.240311141403037,11.401570956465207,15.510555270983279,
16.566732137374334,7.578577930022605,23.555754047197365,17.71925853775539,23.045297128345233,14.881592264670774,17.38776225157757,
16.566732137374334,7.578577930022605,23.555754047197365,17.71925853775539,23.045297128345233,14.881592264670774,17.38776225157757,
27.684479455624164,9.015567760747116,21.420223274808308,16.826240039381748,24.453864602568146,15.979726241179065,13.995613322019278,
20.046904950222572,8.508764256790696,17.378370300170022,15.164405305160884,24.02594059418529,11.4649809004,17.14163937747524,
20.828119128633563,8.983676137528583,10.374273734420644,15.69360482770058,21.5165563187881,13.896544393043357,11.155564491475841,
20.828119128633563,8.983676137528583,10.374273734420644,15.69360482770058,21.5165563187881,13.896544393043357,11.155564491475841,
21.80911072529156,9.492526790283279,25.259450424347982,15.432350991571454,22.42037702414745,13.336512379057242,14.257053575741491,
18.277613287574983,7.918435139898076,18.61576011670159,13.738297119169369,24.095465807001794,12.671467225462317,13.135004020341025,
16.838483082450363,10.14780690982828,27.862212758078897,16.404719533824892,26.969316721418984,11.836778263436848,14.332974520417114,
16.838483082450363,10.14780690982828,27.862212758078897,16.404719533824892,26.969316721418984,11.836778263436848,14.332974520417114,
17.39947309646942,8.772503313638406,43.52794944434879,17.034082142519953,24.936458358375802,14.647885652714171,16.54425342485362,
15.117630153712557,8.62059841648628,66.23677651183033,15.809198618401428,25.568022928174567,13.208144647188552,12.963552745585044,
24.191489365745227,6.7565882547565375,46.58539792882833,16.846739866558075,26.607096855535197,12.098033533732218,10.789210218445584,
28.05072855824841,6.663377166444365,46.385318190477335,17.91973751483811,23.63832946119373,12.963598225821777,12.031546500856235,
28.05072855824841,6.663377166444365,46.385318190477335,17.91973751483811,23.63832946119373,12.963598225821777,12.031546500856235,
28.527365585287484,8.314074336810874,57.077788017176964,18.589237120656627,26.026663698645663,15.538603125561403,12.768165192679856,
27.765521469222794,8.13708815104226,76.84092022053323,14.89065192139119,26.256824743785657,13.158589030393324,13.561987954473604,
34.30633118239642,8.100370377514114,20.088756211623775,17.487531248151857,22.399583140708916,12.128015911592776,14.968676448081148,
25.555287959708775,9.286824134214358,12.785142663153481,18.141385802329765,24.72828753808047,12.796229099152317,14.596111288039316,
26.089614563107183,8.789033102257115,14.723211285622037,15.9575046486328,30.89047030411599,11.48586907805277,12.603051803337134,
20.260892130987102,8.458638138882051,21.38930587278957,18.167591245385516,25.748732526795703,15.505091286424378,15.842533133510054,
27.240967592840043,8.094269992968325,20.776148383104307,18.237932105554105,23.803252444619133,14.629946394461516,12.113545082278268,
27.240967592840043,8.094269992968325,20.776148383104307,18.237932105554105,23.803252444619133,14.629946394461516,12.113545082278268,
18.18902584819118,8.707451024808258,22.022794010282833,17.932585047016364,29.42823810948888,14.165791804006616,14.10737367191717,
25.49043563168131,8.954535390680443,12.290212633646409,16.434665236902678,24.980049950667134,13.64904148508272,13.960264890247508,
25.49043563168131,8.954535390680443,12.290212633646409,16.434665236902678,24.980049950667134,13.64904148508272,13.960264890247508,
31.16012146646555,8.148739413668393,18.69711483064394,15.454934909727221,26.8617926242488,12.463979504985746,15.56792785844051,
29.605067710280807,10.698749829632407,27.414718852980336,16.24084062993919,24.4998491728152,13.191130585231699,15.219721077067113,
29.605067710280807,10.698749829632407,27.414718852980336,16.24084062993919,24.4998491728152,13.191130585231699,15.219721077067113,
